allen,113.8011,22.80102,老凤祥(万科广场店),广东省东莞市长青南路1号万科广场1层,0769-26623583 ,,地址东城万达广场,Rachel,东莞市,tencent:19M11:50100004|12392726403167913436,老凤祥,328.45,
allen,113.8416,22.90326,老凤祥银楼,广东省东莞市大岭山教育路12号1016,,N,无电话 查不到,吴梦婷,东莞市,tencent:19M11:50100004|4154197696458129292,老凤祥,569.72,
allen,113.8366,22.9062,老凤祥银楼,大岭山镇凯东中央街J115-116号,,,,,东莞市,dianping:19M11:50100004|99581341,老凤祥,18239.73,
allen,113.6734,22.9423,老凤祥(万达广场),莞太路与体育路交汇处万达广场1F层1071,,,,,东莞市,amap:19M11:50100004|B0FFGBTZD5,老凤祥,7.67,
allen,113.6734,22.94243,老凤祥银楼,广东省东莞市厚街镇康乐北路6号万达广场F1,,N,,吴梦婷,东莞市,tencent:19M11:50100004|9735483079057023531,老凤祥,544.6,
allen,113.6687,22.94565,老凤祥(厚街万达店),体育路8号厚街万达广场1层,4000908610-299908,N,大众点评有 电话无法查询,吴梦婷,东莞市,dianping:19M11:50100004|125972326,老凤祥,31035.1,4000908610-299908
allen,113.9475,22.95489,老凤祥银楼,广东省东莞市朗东路1号远大广场永旺首层,,N,无电话 查不到,吴梦婷,东莞市,tencent:19M11:50100004|13081318911213398488,老凤祥,12.41,
allen,113.9476,22.95484,老凤祥,大朗镇朗东路远大城市广场一楼,,,,,东莞市,amap:19M11:50100004|B0FFIQC5QL,老凤祥,571.1,
allen,113.9426,22.95766,老凤祥,朗东路远大城市广场一楼,13632716108,N,前电话为总店运营 无电话 大众点评有,吴梦婷,东莞市,dianping:19M11:50100004|109024550,老凤祥,21060.72,13632716108
allen,113.754,22.99502,老凤祥(时代城店),南城宏伟路1号时代城F1,,,,,东莞市,amap:19M11:50100004|B0FFL8F8X9,老凤祥,8.69,
allen,113.7541,22.99502,老凤祥(时代城店),广东省东莞市宏伟路1号彩怡百货(南城店)F1,,N,无查询结果,吴梦婷,东莞市,tencent:19M11:50100004|1132525651583048718,老凤祥,26850.6,
allen,113.9951,22.97429,老凤祥银楼(常平店),市场路1号百花时代广场1层,,,,,东莞市,amap:19M11:50100004|B03018MZFO,老凤祥,4.95,0769-82608211
allen,113.9951,22.97437,老凤祥(百花时代广场店),广东省东莞市市场路1号百花时代广场1层,,,,,东莞市,tencent:19M11:50100004|12161575797165562394,老凤祥,577.21,
allen,113.99,22.97709,老凤祥(百花时代广场店),市场路1号百花时代广场1层,"
0769--82871757",,宏利路31号 电话,吴梦婷,东莞市,dianping:19M11:50100004|48363926,老凤祥,11922.67,0769--82871757
allen,113.8831,22.98873,老凤祥银楼(红荔路店),寮步镇红荔路31号,,,,,东莞市,amap:19M11:50100004|B0FFFE8QYB,老凤祥,5.64,0769-82871757
allen,113.8831,22.98881,老凤祥(寮步店),广东省东莞市红荔路,,,,,东莞市,tencent:19M11:50100004|14124715185796400603,老凤祥,570.31,
allen,113.8781,22.99168,老凤祥,寮步镇红荔路31号,0769--82871757,Y,,吴梦婷,东莞市,dianping:19M11:50100004|101740911,老凤祥,31536.3,0769--82871757
allen,114.1429,22.74443,老凤祥银楼,广东省东莞市永盛大街18正西方向42米,,,,吴梦婷,东莞市,tencent:19M11:50100004|4799144063301794651,老凤祥,549.12,
allen,114.1381,22.74718,老凤祥(凤岗专卖店),光华一巷与晨光路交叉口西50米,,,无电话,吴梦婷,东莞市,dianping:19M11:50100004|126449066,老凤祥,4937.84,
allen,114.1019,22.80985,老凤祥银楼(塘新街专卖店),塘厦镇塘新街43号,,,,,东莞市,amap:19M11:50100004|B0FFIMZJDZ,老凤祥,18.74,
allen,114.1018,22.80998,老凤祥银楼(塘新街专卖店),广东省东莞市塘新路45号,13431153272,,,,东莞市,tencent:19M11:50100004|2552046796293948443,老凤祥,549.66,
allen,114.0969,22.81251,老凤祥银楼塘新街专卖店(塘新街专卖店),塘新路45号,,,无电话,吴梦婷,东莞市,dianping:19M11:50100004|108569596,老凤祥,625.16,
allen,114.1011,22.82172,老凤祥银楼(盈锋购物广场东),塘厦沃尔玛一楼,,,,,东莞市,amap:19M11:50100004|B0FFH9TPBL,老凤祥,3.38,
allen,114.1011,22.82174,老凤祥银楼(盈锋购物广场东),广东省东莞市塘厦大道中79号盈锋莲湖广场首层,,,,,东莞市,tencent:19M11:50100004|7136606707344214679,老凤祥,591.99,
allen,114.0959,22.82436,老凤祥银楼,塘厦沃尔玛一楼,,,无电话,吴梦婷,东莞市,dianping:19M11:50100004|103177114,老凤祥,7775.43,
allen,114.1655,22.8393,老凤祥银楼(富业商业城店),广东省东莞市清溪镇香芒东路富业商业城63号,,,,,东莞市,tencent:19M11:50100004|2313378931413929002,老凤祥,21.83,
allen,114.1653,22.83945,老凤祥银楼清溪专卖店,清溪镇香芒东路富业商业城63号,,,,,东莞市,amap:19M11:50100004|B0FFJAU3UV,老凤祥,556.91,
allen,114.1604,22.84207,老凤祥银楼,清溪镇香芒东路富业商业城63号,,,,吴梦婷,东莞市,dianping:19M11:50100004|125860865,老凤祥,10665.36,
allen,114.0681,22.90448,老凤祥银楼(樟木头店),樟木头镇永宁街20号(天河百货对面),,,无电话,吴梦婷,东莞市,amap:19M11:50100004|B0FFHI9BMS,老凤祥,5.04,
allen,114.0681,22.90446,老凤祥银楼(樟木头店),广东省东莞市永宁街22号,,,,,东莞市,tencent:19M11:50100004|15543564766932068066,老凤祥,7382.35,
allen,114.0019,22.91456,老凤祥,教育路,,,未找到,吴梦婷,东莞市,dianping:19M11:50100004|1278240434,老凤祥,6783.76,
allen,114.0628,22.90709,老凤祥银楼,永宁街20号,,,,,东莞市,dianping:19M11:50100004|99959804,老凤祥,36126.83,
allen,113.7413,23.01726,老凤祥(海雅百货店),鸿福西路曼哈顿时代83号海雅百货1层,,,,,东莞市,amap:19M11:50100004|B0FFHW5SO9,老凤祥,8.85,
allen,113.7414,23.01743,老凤祥(海雅百货店),广东省东莞市鸿福西路曼哈顿时代83号海雅百货(南城店)F1,,,未找到,吴梦婷,东莞市,tencent:19M11:50100004|5895887375405928781,老凤祥,354.63,
allen,113.7445,23.01564,老凤祥(莱蒙店),广东省东莞市鸿福路88号,,,,,东莞市,tencent:19M11:50100004|1945383681603836882,老凤祥,1.55,
allen,113.7445,23.01566,老凤祥银楼(莱蒙店),鸿福路88号莱蒙商业中心102室,,,,,东莞市,amap:19M11:50100004|B0FFKWKT5N,老凤祥,2,0769-28330714  19928192405
allen,113.7445,23.01566,老凤祥银楼(莱蒙店),广东省东莞市莱蒙商业中心102室,,,,,东莞市,tencent:19M11:50100004|1433290224474947140,老凤祥,590.09,
allen,113.7393,23.01847,老凤祥,鸿福路88号,,,,吴梦婷,东莞市,dianping:19M11:50100004|684546448,老凤祥,287.79,
allen,113.7368,23.01984,老凤祥,东莞大道东国贸城一层,,,,,东莞市,dianping:19M11:50100004|127050829,老凤祥,48.84,
allen,113.7364,23.02006,老凤祥(海雅百货店),鸿福西路海雅百货一楼,"
0769--22242659",,,吴梦婷,东莞市,dianping:19M11:50100004|90276288,老凤祥,2917.81,0769--22242659
allen,113.7623,23.01137,老凤祥银楼,广东省东莞市鸿福东路1号民盈国贸城1层L1-040,,,,,东莞市,tencent:19M11:50100004|2020737717497758667,老凤祥,71.59,
allen,113.7619,23.01253,老凤祥,鸿福东路1号民盈国贸中心一楼,,,,,东莞市,amap:19M11:50100004|B0FFK67EFE,老凤祥,589.86,
allen,113.7567,23.01525,老凤祥,鸿福东路1号民盈国贸中心1040号,0769--22176676,,,吴梦婷,东莞市,dianping:19M11:50100004|127542054,老凤祥,2377.56,0769--22176676
allen,113.777,23.03145,老凤祥(世博广场店),广东省东莞市东城大道283号世博广场a区海雅百货(东城店)F1,,,,,东莞市,tencent:19M11:50100004|8306330984167202429,老凤祥,3.48,
allen,113.777,23.03151,老凤祥(海雅百货店),广东省东莞市东城大道283号世博广场a区海雅百货(东城店)F1,,,,,东莞市,tencent:19M11:50100004|10621474713513236536,老凤祥,612.3,
allen,113.7716,23.03439,老凤祥(海雅百货店),东城路283号世博广场A区海雅百货1楼,0769--83066221,Y,,吴梦婷,东莞市,dianping:19M11:50100004|128671688,老凤祥,950.72,0769--83066221
allen,113.7802,23.03518,老凤祥(万达广场),东纵路苏宁易购广场1层,,,,,东莞市,amap:19M11:50100004|B0FFH8WC3A,老凤祥,9.34,0769-26623583
allen,113.7803,23.03526,老凤祥,广东省东莞市东城街道东纵路208号万达广场(东城店)F1,,,,,东莞市,tencent:19M11:50100004|8404573852138091544,老凤祥,550.25,
allen,113.7754,23.03776,老凤祥(东城万达店),东纵路208号东城万达百货1层,4006285885,,,吴梦婷,东莞市,dianping:19M11:50100004|58385868,老凤祥,10941.22,4006285885
allen,113.8728,23.07024,老凤祥银楼茶山专卖店,茶山镇怡华中路9号,,,未找到,吴梦婷,东莞市,amap:19M11:50100004|B0FFKM27E9,老凤祥,36.65,
allen,113.8731,23.0705,老凤祥银楼(茶山店),广东省东莞市茶山大道南12号,,,,,东莞市,tencent:19M11:50100004|4290080572334723191,老凤祥,591.73,
allen,113.8679,23.07308,老凤祥银楼(茶山专卖店),怡华中路7号,,,未找到,吴梦婷,东莞市,dianping:19M11:50100004|130786374,老凤祥,#######,
allen,115.9835,39.70223,老凤祥(华冠天地城关店),北京市房山区房山西大街2号15幢1层24号华冠天地(城关店)F1,,,未找到,乔磊,北京市,tencent:19M11:50100004|8992585596168497276,老凤祥,8552.36,
allen,116.0574,39.65416,老鳳祥金店,房山区窦店万科幸福汇,,,未找到,乔磊,北京市,dianping:19M11:50100004|1633458834,老凤祥,9070.11,
allen,116.1381,39.67924,老凤祥,城关西大街2号,010--81368131,,,乔磊,北京市,dianping:19M11:50100004|83557261,老凤祥,695.77,010--81368131
allen,116.1443,39.68058,老凤祥,北京市房山区城关西大街2号,,,,,北京市,tencent:19M11:50100004|10572767515266951480,老凤祥,2515.54,
allen,116.1366,39.72881,老凤祥(国泰百货店),国泰百货良乡店2层,010--80119417,,,乔磊,北京市,dianping:19M11:50100004|21882803,老凤祥,445.27,010--80119417
allen,116.1333,39.73388,老凤祥(华冠购物中心店),北关西路14号华冠购物中心1楼,4000908610-297772,,,乔磊,北京市,dianping:19M11:50100004|4119082,老凤祥,1078.83,4000908610-297772
allen,116.1429,39.73015,老凤祥(国泰百货良乡店),良乡拱辰南大街6号国泰百货(良乡店)F2层,,,,,北京市,amap:19M11:50100004|B0FFF4NCQH,老凤祥,33.7,010-80119417
allen,116.1427,39.73065,老凤祥(国泰百货店),北京市房山区拱辰南大街6号国泰百货1层,010-80119417,,,乔磊,北京市,tencent:19M11:50100004|1084447792437611981,老凤祥,411.52,电话：010-80119417
allen,116.1396,39.73523,老凤祥,北京市房山区北关西路14号华冠购物中心F1,,,,,北京市,tencent:19M11:50100004|4201561711776302974,老凤祥,26.43,
allen,116.1398,39.73506,老凤祥(华冠购物中心),北关西路14号华冠购物中心F1层,,,4000908610-297772,乔磊,北京市,amap:19M11:50100004|B0FFHLQU5O,老凤祥,20.17,
allen,116.1396,39.7353,老凤祥(华冠购物中心),北京市房山区良乡北关西路14号华冠购物中心F1,,,4000908610-297772,乔磊,北京市,tencent:19M11:50100004|9481598868575936625,老凤祥,858.63,
allen,116.1331,39.74454,老凤祥珠宝(龙湖房山天街店),管委路龙湖天街地下一层,010--56860252,,,乔磊,北京市,dianping:19M11:50100004|127429164,老凤祥,727.83,010--56860252
allen,116.1396,39.74561,老凤祥珠宝(龙湖房山天街店),龙湖天街地下一层,,,,,北京市,amap:19M11:50100004|B0FFJMELQ1,老凤祥,200.74,010-56860252
allen,116.1414,39.74581,老凤祥,北京市房山区管委路,010-56860252,,,乔磊,北京市,tencent:19M11:50100004|78481016275016637,老凤祥,19444.22,电话：010-56860252
allen,116.3129,39.67099,老凤祥,天宫院凯德MALL,010--56817338,,,乔磊,北京市,dianping:19M11:50100004|129073215,老凤祥,676.05,010--56817338
allen,116.319,39.6723,老凤祥银楼,华佗路与新源大街交叉口西100米凯德商场一楼,,,,,北京市,amap:19M11:50100004|B0FFKYLPFG,老凤祥,15.93,
allen,116.3189,39.67249,老凤祥银楼,北京市大兴区新源大街与思邈路交叉口西北侧北京凯德MALL天宫院店F1,,,,乔磊,北京市,tencent:19M11:50100004|16663060611870518106,老凤祥,855.81,
allen,116.3141,39.68605,老凤祥(龙湖大兴天街店),永兴路七号院龙湖大兴天街1层,18311122080,通过,,乔磊,北京市,dianping:19M11:50100004|67332326,老凤祥,680.69,
allen,116.3202,39.68733,老凤祥(北京龙湖大兴天街),永兴路7号院1号楼北京龙湖大兴天街F1层,,,,,北京市,amap:19M11:50100004|B0FFHD662N,老凤祥,1.53,18311122080
allen,116.3202,39.68735,老凤祥(北京龙湖大兴天街),北京市大兴区永兴路7号院1号楼龙湖天街(大兴店)F1,18311122080,,,,北京市,tencent:19M11:50100004|16168597063101840741,老凤祥,2710.27,电话：18311122080
allen,116.3359,39.72916,老凤祥银楼(火神庙商业中心店),东大街38号院火神庙国际商业中心F座1层,010--69299999,,,乔磊,北京市,dianping:19M11:50100004|83400161,老凤祥,1260.92,010--69299999
allen,116.3252,39.73707,老凤祥(百联清城购物中心店),兴华大街27号百联清城购物中心1层南门,18513761315,通过,,乔磊,北京市,dianping:19M11:50100004|95038092,老凤祥,726.9,18513761315
allen,116.3317,39.73822,老凤祥(百联清城购物中心店),兴华大街27号百联清城购物中心1层,,,,,北京市,amap:19M11:50100004|B0FFFOB4TQ,老凤祥,48.17,18513761315
allen,116.3313,39.7383,老凤祥(百联清城购物中心店),北京市大兴区兴华大街三段27号百联清城购物中心F1,18513761315,,,,北京市,tencent:19M11:50100004|8371501304284420254,老凤祥,19672.77,电话：18513761315
allen,116.1547,39.75508,老凤祥(绿地缤纷城店),天星街1号院绿地缤纷城1层,010--53240099,,,乔磊,北京市,dianping:19M11:50100004|21882704,老凤祥,703.65,010--53240099
allen,116.161,39.75645,老凤祥(绿地缤纷城),天星街1号院7号楼绿地缤纷城F1层,,,,,北京市,amap:19M11:50100004|B0FFFRIMPR,老凤祥,2.16,
allen,116.161,39.75646,老凤祥(绿地缤纷城店),北京市房山区天星街1号院7号楼黄辛庄路口东南角绿地缤纷城(房山店)F1,,,,,北京市,tencent:19M11:50100004|6122860116028889733,老凤祥,2808.34,
allen,116.1861,39.76313,老凤祥银楼,北京市房山区规划一路,,,未找到,乔磊,北京市,tencent:19M11:50100004|44297033414208111,老凤祥,2303.06,
Nix,116.2067,39.76175,老凤祥(京投港店),长政南街1号院1号楼京投港长阳购物中心2层,010-60349822,,,乔磊,北京市,dianping:19M11:50100004|98713602,老凤祥,647.22,010--60349822
Nix,116.2125,39.76272,老凤祥银楼(京投港店),北京市房山区长阳镇长政南街1号院1号楼(长阳地铁)京投港长阳购物中心F2,010-60349822,,,,北京市,tencent:19M11:50100004|14551636517362577487,老凤祥,91.29,电话：010-60349822
Nix,116.2133,39.76338,老凤祥(京投港店),长政南街1号院1号楼京投港长阳购物中心2层,,,,,北京市,amap:19M11:50100004|B0FFJXFOZR,老凤祥,7534.1,
Nix,116.1485,39.80736,老凤祥(恒源商厦店),南宫商业街3号恒源商厦1层,,,未找到,乔磊,北京市,dianping:19M11:50100004|74666912,老凤祥,717.43,
Nix,116.1549,39.80868,老凤祥(福宫路),王佐镇福宫路3号恒源商厦F1,,,,,北京市,amap:19M11:50100004|B0FFG7KP9R,老凤祥,14.99,
Nix,116.1548,39.80892,老凤祥(福宫路),北京市丰台区南宫商业街3号恒源商厦F1,,,,,北京市,tencent:19M11:50100004|231960603501047564,老凤祥,19783.91,
Nix,116.331,39.75636,老凤祥(大兴华堂店),康庄路10号华堂商场1楼,010--80256195,,,乔磊,北京市,dianping:19M11:50100004|8961172,老凤祥,686.14,010--80256195
Nix,116.3371,39.75768,老凤祥(大兴华堂店),北京市大兴区康庄路26号水晶港生活广场1层,,,010--80256195,乔磊,北京市,tencent:19M11:50100004|17287342303538734590,老凤祥,1103.37,
Nix,116.3275,39.7632,老凤祥(绿地缤纷城店),金星西路3号绿地缤纷城东岸1层,010--80256195,,,乔磊,北京市,dianping:19M11:50100004|59158938,老凤祥,688.73,010--80256195
Nix,116.3337,39.7644,老凤祥(绿地缤纷城北区),黄村镇金星西路3号绿地缤纷城F1层1F-12,,,未找到,乔磊,北京市,amap:19M11:50100004|B0FFJPZCFU,老凤祥,2.05,
Nix,116.3337,39.76442,老凤祥(绿地缤纷城北区),北京市大兴区黄村镇金星西路3号绿地缤纷城(大兴店)F1,,,,,北京市,tencent:19M11:50100004|10923359222180340595,老凤祥,1259.41,
Nix,116.3338,39.78992,老凤祥(鸿坤购物中心店),欣旺北大街8号鸿坤购物中心1层,,,,,北京市,dianping:19M11:50100004|92566843,老凤祥,677.92,18311201848
Nix,116.3398,39.79176,老凤祥,欣旺北大街鸿坤广场购物中心,,,未找到,乔磊,北京市,amap:19M11:50100004|B0FFHQOY1O,老凤祥,31.86,
Nix,116.3401,39.79207,老凤祥,北京市大兴区西红门欣旺北街8号鸿坤广场F1,,,,,北京市,tencent:19M11:50100004|902623666376476055,老凤祥,8623.45,
Nix,116.4174,39.80127,老凤祥银楼(万源广场店),万源北路与万源路交叉口万源广场1层,,,无电话,乔磊,北京市,dianping:19M11:50100004|82720819,老凤祥,4002.19,
Nix,116.4533,39.80421,老凤祥(住总万科广场店),旧宫东西大街住总万科广场1层,,,15150589215,乔磊,北京市,dianping:19M11:50100004|65688787,老凤祥,629.6,15150589215
Nix,116.459,39.80543,老凤祥(北京住总万科广场),旧宫地铁站旁北京住总万科广场F1层L1015B,,,,,北京市,amap:19M11:50100004|B0FFGZLLM0,老凤祥,8.05,
Nix,116.459,39.80544,老凤祥,北京市大兴区旧宫地铁站旁住总万科广场L1,,,,,北京市,tencent:19M11:50100004|8707761817854437415,老凤祥,20081.32,
Nix,116.2792,39.83671,老凤祥(资和信百货店),西四环南路1号资和信百货商场1层,,,,,北京市,dianping:19M11:50100004|50668829,老凤祥,663.67,010--83208888
Nix,116.2851,39.83784,老凤祥(资和信百货店),西四环南路1号(看丹桥南侧)资和信百货F1层,,,,,北京市,amap:19M11:50100004|B0FFHU6BFD,老凤祥,26.94,
Nix,116.2854,39.83783,老凤祥(资和信百货店),北京市丰台区西四环南路1号(看丹桥南侧)资和信百货1层,010-83208888,通过,010-83208308,乔磊,北京市,tencent:19M11:50100004|563657549783218288,老凤祥,8639.28,电话：010-83208888
Nix,116.3622,39.81263,老凤祥(万达广场店),南苑西路39号万达广场百货1层,,,无电话,乔磊,北京市,dianping:19M11:50100004|92540682,老凤祥,690.58,
Nix,116.3684,39.81359,老凤祥,北京市丰台区南苑西路39号槐房万达广场F1,,,,,北京市,tencent:19M11:50100004|2397185054746669036,老凤祥,10.39,
Nix,116.3683,39.81362,老凤祥(万达广场),南苑西路39号万达广场1F层集1-39、集1-50,,,,,北京市,amap:19M11:50100004|B0FFHW7WX3,老凤祥,67.97,
Nix,116.3688,39.81424,老凤祥,北京市丰台区南苑西路39号槐房万达广场F1,,,,,北京市,tencent:19M11:50100004|9315897219978394796,老凤祥,1116.26,
Nix,116.3632,39.83292,老凤祥(华联店),城南嘉园14号华联公益西桥购物中心1层,,,010--58310780,乔磊,北京市,dianping:19M11:50100004|23746342,老凤祥,691.8,010--58310780
Nix,116.3694,39.83409,老凤祥(华联店),北京市丰台区成南嘉园益城园14号楼华联商厦(公益西桥店)F1,13910923320,,,,北京市,tencent:19M11:50100004|17941434248670029888,老凤祥,10.73,电话：13910923320
Nix,116.3694,39.8343,老凤祥(BHG Mall北京华联公益西桥购物中心店),城南嘉园14号BHG Mall北京华联公益西桥购物中心1层,,,,,北京市,amap:19M11:50100004|B0FFJKRJ0J,老凤祥,8245.03,
Nix,116.296,39.85713,老凤祥(亿潼隆丰益购物店),丰管路甲3号亿潼隆丰益购物中心南座1层,,,,乔磊,北京市,dianping:19M11:50100004|16826606,老凤祥,699.41,010--63857579
Nix,116.3023,39.85827,老凤祥银楼,北京市丰台区丰管路甲3号亿潼隆丰益购物中心南座1层,,,,,北京市,tencent:19M11:50100004|5510701626170505724,老凤祥,1481.7,
Nix,116.2904,39.87182,老凤祥(亿潼隆万丰店),万丰路305号亿潼隆万丰购物中心1层,,,无电话,乔磊,北京市,dianping:19M11:50100004|92792589,老凤祥,650.92,
Nix,116.2962,39.87316,老凤祥(亿潼隆万丰店),北京市丰台区万丰路305号亿潼隆万丰购物中心F1,,,,,北京市,tencent:19M11:50100004|2130270506824870659,老凤祥,6.87,
Nix,116.2963,39.87313,老凤祥(亿潼隆万丰购物中心),万丰路305号亿潼隆万丰购物中心1F层,,,,,北京市,amap:19M11:50100004|B0FFH1YGVT,老凤祥,8.05,
Nix,116.2962,39.87322,老凤祥,北京市丰台区万丰路305号亿潼隆万丰购物中心F1,,,,,北京市,tencent:19M11:50100004|623444180695947705,老凤祥,5981.66,
Nix,116.3496,39.85929,老凤祥(万达广场店),玉林西路145号万达广场1层,,,无电话,乔磊,北京市,dianping:19M11:50100004|98151820,老凤祥,655.17,
Nix,116.3554,39.86082,老凤祥(万达广场),西铁营中路1号万达广场F1层1003,,,未找到,乔磊,北京市,amap:19M11:50100004|B0FFIPHA7Z,老凤祥,9.69,
Nix,116.3555,39.86082,老凤祥(万达广场店),北京市丰台区西铁营中路1号万达广场(西铁营店)F1,,,,,北京市,tencent:19M11:50100004|8952321779992596044,老凤祥,6944.03,
Nix,116.4148,39.81729,老凤祥(世界之花假日广场店),北京市大兴区久敬庄路,,,18612661335,乔磊,北京市,dianping:19M11:50100004|125139523,老凤祥,907.38,18612661335
Nix,116.4229,39.81917,老凤祥银楼(世界之花店),北京市大兴区久敬庄路,,,,,北京市,tencent:19M11:50100004|17361740637983386108,老凤祥,32.17,
Nix,116.4232,39.81916,老凤祥,旧宫镇世界之花假日广场EF-B-30,,,,,北京市,amap:19M11:50100004|B0FFK7V5FL,老凤祥,5063.13,
Nix,116.379,39.84316,老凤祥(银泰百货大红门店),马家堡东路101号院10号楼银泰百货1层,,,无电话,乔磊,北京市,dianping:19M11:50100004|5573052,老凤祥,7874.77,
Nix,116.4485,39.81291,老凤祥,小红门路39号,,,未找到,乔磊,北京市,dianping:19M11:50100004|128975221,老凤祥,687.97,13241977578
Nix,116.4546,39.81387,老凤祥,北京市大兴区宣颐路,,,,,北京市,tencent:19M11:50100004|11872524066665233949,老凤祥,18.99,
Nix,116.4546,39.81425,老凤祥,小红门路39号,,,未找到,王迪,北京市,amap:19M11:50100004|B0FFKPHVZG,老凤祥,7872.83,
Nix,116.3852,39.84467,老凤祥(银泰百货大红门店),马家堡东路101号银泰百货1层,,,无电话,王迪,北京市,amap:19M11:50100004|B000ABBY9O,老凤祥,12.63,
Nix,116.3853,39.84461,老凤祥(银泰百货店),北京市丰台区马家堡东路101号银泰百货(大红门店)F1,,,,,北京市,tencent:19M11:50100004|6668225434875977842,老凤祥,890.35,
Nix,116.3919,39.85491,老鳳祥,合生广场1层,,,未找到,王迪,北京市,dianping:19M11:50100004|131653663,老凤祥,365.38,
Nix,116.3951,39.85427,老凤祥银楼(北京木樨园专卖店),南木樨园84号1层1-11号,,,,,北京市,dianping:19M11:50100004|49896421,老凤祥,536.6,010--67356835
Nix,116.3907,39.85859,老凤祥,百荣二期商城,,,未找到,王迪,北京市,dianping:19M11:50100004|131964298,老凤祥,1187.6,
Nix,116.4013,39.8558,老凤祥银楼(木樨园专卖店),北京市丰台区南木樨园84号1层1-11号,010-67356835,,,,北京市,tencent:19M11:50100004|2318945730156611269,老凤祥,8.1,电话：010-67356835
Nix,116.4014,39.85568,老凤祥银楼北京木樨园专卖店,丰台区南木樨园84号方仕国际黄金珠宝城,010-67356835；87277161,,,王迪,北京市,office:19M11:50100004|1573122325529,老凤祥,2394.78,
Nix,116.4226,39.8641,老凤祥(方庄购物中心店),蒲芳路24号方庄购物中心2层,,,无电话,王迪,北京市,dianping:19M11:50100004|93329804,老凤祥,734.31,
