source_id,source_type,name,address,序号,1000,source_name,重复序号,phone,province,city,district,code,brand_name,lng,lat,负责人,
102219782,体验店,vivo(温州苍南县百花街专卖店),浙江省温州市苍南县钱库镇百花街119号,12,16720.7,office,0,18815029107,浙江省,温州市,苍南县,330327,vivo,120.5733329,27.48227488,梁哲豪,
2.86613E+18,{40103},vivo(玉苍路),厅基巷与玉苍路交叉口东50米,13,0.4,wayz,14,,浙江省,温州市,苍南县,330327,vivo,120.405758,27.503831,梁哲豪,
100586798,数码产品,vivo(玉苍路),厅基巷与玉苍路交叉口东50米,14,873,dianping,,,浙江省,温州市,苍南县,330327,vivo,120.4057603,27.50383376,梁哲豪,rep
101210798,数码产品,vivo,灵溪镇江湾路304-306号,15,12737.3,dianping,0,,浙江省,温州市,苍南县,330327,vivo,120.4111862,27.51002616,梁哲豪,
B0FFLC2IKX,购物服务;家电电子卖场;家电电子卖场,vivo全网通手机连锁,人民路46号附近,16,422.7,amap,0,,浙江省,温州市,苍南县,330327,vivo,120.540194,27.509883,梁哲豪,
B0FFL05F63,购物服务;家电电子卖场;家电电子卖场,vivo恩惠通讯,新市街154附近,17,6689.5,amap,0,,浙江省,温州市,苍南县,330327,vivo,120.542567,27.513044,梁哲豪,
2.86613E+18,{40103},vivo(双排街),双排街与纺织三街交叉口东南50米,18,1.8,wayz,19,,浙江省,温州市,龙港市,330383,vivo,120.539705,27.573083,梁哲豪,
101244939,数码产品,vivo(双排街),双排街与纺织三街交叉口东南50米,19,678.2,dianping,,,浙江省,温州市,龙港市,330383,vivo,120.5397182,27.57309371,梁哲豪,rep
33556917,数码产品,vivo智能手机(潘氏店),西城路272号,20,3294.5,dianping,0,,浙江省,温州市,龙港市,330383,vivo,120.5342033,27.57673035,梁哲豪,
B0FFHMW0HG,购物服务;家电电子卖场;数码电子,VIVO手机店,龙港镇东城路868号,21,0,amap,22|23,,浙江省,温州市,龙港市,330383,vivo,120.563893,27.563194,梁哲豪,
2.86613E+18,{40103},VIVO手机店,龙港镇东城路868号,22,1.1,wayz,,,浙江省,温州市,龙港市,330383,vivo,120.563893,27.563194,梁哲豪,rep
101417937,数码产品,VIVO玲玲通讯,东城路868号,23,956.3,dianping,,13858746088,浙江省,温州市,龙港市,330383,vivo,120.5639021,27.56320026,梁哲豪,rep
B0FFLH1TZ4,购物服务;家电电子卖场;手机销售,vivo,龙翔路1479号附近,24,2045.9,amap,0,,浙江省,温州市,龙港市,330383,vivo,120.569554,27.570179,梁哲豪,
B0FFHM8GR0,购物服务;家电电子卖场;手机销售,vivo,龙港镇龙跃路205号,25,22.9,amap,31,,浙江省,温州市,龙港市,330383,vivo,120.551465,27.579161,梁哲豪,
102216473,体验店,vivo(温州苍南县龙跃路专卖店一店),浙江省温州市苍南县苍南县龙港镇龙跃路261-265号,26,11.8,office,30,0577-68081137,浙江省,温州市,龙港市,330383,vivo,120.5516537,27.57928082,梁哲豪,
2.86613E+18,{40103},vivo(温州苍南县建新路专卖店),龙港镇建新路485-487号,27,55.1,wayz,32,,浙江省,温州市,龙港市,330383,vivo,120.551718,27.57937,梁哲豪,
B0FFHM8GSZ,购物服务;家电电子卖场;手机销售,VIVO体验店(温州苍南县龙跃路专卖店二店),龙港镇龙跃路龙跃路223号,28,0,amap,29,15167848338,浙江省,温州市,龙港市,330383,vivo,120.552068,27.579756,梁哲豪,
2.86613E+18,{40103},vivo(普天连锁),龙港镇龙跃路龙跃路223号,29,41.9,wayz,,,浙江省,温州市,龙港市,330383,vivo,120.552068,27.579756,梁哲豪,rep
102223234,体验店,vivo(温州苍南县龙跃路专卖店二店),浙江省温州市苍南县龙港镇龙跃路205号,30,149.4,office,,17816286046,浙江省,温州市,龙港市,330383,vivo,120.552307,27.58006746,梁哲豪,rep
2.86613E+18,{40103},vivo(温州苍南县龙跃路专卖店一店),龙港镇龙跃路261-265号,31,79.6,wayz,,,浙江省,温州市,龙港市,330383,vivo,120.553798,27.579832,梁哲豪,rep
102230006,体验店,vivo(温州苍南县建新路专卖店),浙江省温州市苍南县龙港镇建新路485-487号,32,2179.7,office,,13616827366,浙江省,温州市,龙港市,330383,vivo,120.5531091,27.58020407,梁哲豪,rep
102234452,体验店,vivo(温州平阳县鳌江万达专卖店),浙江省温州市平阳县鳌江镇万达广场1-22B,33,859.9,office,0,15255069088,浙江省,温州市,平阳县,330326,vivo,120.5739896,27.5865994,梁哲豪,
106401277,数码产品,VIVO平阳沃本公司,吉祥路345号三楼,34,114.8,dianping,0,,浙江省,温州市,平阳县,330326,vivo,120.5686204,27.59268435,梁哲豪,
3.06429E+18,{61900},vivo(温州客户服务中心),鳌江镇兴鳌东路2栋北至南第6间,35,6.4,wayz,36,,浙江省,温州市,平阳县,330326,vivo,120.56816,27.593631,梁哲豪,
103492659,数码产品,vivo,鳌江镇兴鳌东路2栋北至南第6间,36,1709.2,dianping,,0577-63630688,浙江省,温州市,平阳县,330326,vivo,120.5681539,27.5936879,梁哲豪,rep
B0FFHSPDRO,购物服务;家电电子卖场;手机销售,vivo(鳌江店),兴鳌中路与商城路交叉口东50米,37,0,amap,38|39,,浙江省,温州市,平阳县,330326,vivo,120.552396,27.60007,梁哲豪,
2.86613E+18,{40103},vivo(鳌江店),兴鳌中路与商城路交叉口东50米,38,17.3,wayz,,,浙江省,温州市,平阳县,330326,vivo,120.552396,27.60007,梁哲豪,rep
127467261,数码产品,vivo(鳌江店),兴鳌中路与商城路交叉口东50米,39,19,dianping,,,浙江省,温州市,平阳县,330326,vivo,120.5522805,27.60018694,梁哲豪,rep
102215384,体验店,vivo(温州平阳县兴鳌中路专卖店),浙江省温州市平阳县鳌江兴鳌中路210-212号,40,548.1,office,0,0577-58126361,浙江省,温州市,平阳县,330326,vivo,120.5524253,27.60029902,梁哲豪,
33554085,数码产品,vivo智能手机体验店,鳌江镇兴熬中路222号,41,1477.8,dianping,0,,浙江省,温州市,平阳县,330326,vivo,120.54846,27.60374788,梁哲豪,
129019375,数码产品,vivo客户服务中心,昆鳌大道与车站大道交叉口东南200米,42,70.5,dianping,0,,浙江省,温州市,平阳县,330326,vivo,120.5624876,27.60840833,梁哲豪,
M03A11024,客户服务中心,vivo(温州市平阳县鳌江镇客户服务中心),温州市平阳县鳌江镇车站大道鳌峰大厦10楼1001室,43,966,office,0,0577-63630688,浙江省,温州市,平阳县,330326,vivo,120.5620862,27.60893191,梁哲豪,
B0FFJ69FE0,购物服务;家电电子卖场;手机销售,vivo(温州平阳县银泰广场专卖店),鳌江车站大道1188号,44,0,amap,45,13429039790,浙江省,温州市,平阳县,330326,vivo,120.566078,27.601008,梁哲豪,
2.86613E+18,{40103},vivo(温州平阳县银泰广场专卖店),鳌江车站大道1188号,45,0.6,wayz,,,浙江省,温州市,平阳县,330326,vivo,120.566078,27.601008,梁哲豪,rep
102230912,体验店,vivo(温州平阳县银泰广场专卖店),浙江省温州市平阳县鳌江车站大道1188号银泰沃尔玛内手机店,46,129.7,office,0,13429039790,浙江省,温州市,平阳县,330326,vivo,120.5660823,27.60101213,梁哲豪,
1432322188,数码产品,vivo(沃尔玛店),平阳银泰城B1,47,23666.6,dianping,0,,浙江省,温州市,平阳县,330326,vivo,120.5662819,27.60216372,梁哲豪,
2.86613E+18,{40103},VIVO(江山东路),水头路165号,48,0,wayz,49|50,,浙江省,温州市,平阳县,330326,vivo,120.329054,27.63404,梁哲豪,
B0FFIVW3V1,购物服务;家电电子卖场;手机销售,VIVO(江山东路),水头路165号,49,91.9,amap,,15858032228;18815151333,浙江省,温州市,平阳县,330326,vivo,120.329054,27.63404,梁哲豪,rep
70834960,数码产品,vivo,水头镇江山东路165号,50,10.4,dianping,,18815151333,浙江省,温州市,平阳县,330326,vivo,120.3299761,27.63415844,梁哲豪,rep
102218535,体验店,vivo(温州平阳县江山东路专卖店一店),浙江省温州市平阳县水头镇江山东路165,51,214.2,office,52,15858032228,浙江省,温州市,平阳县,330326,vivo,120.3300804,27.63414576,梁哲豪,
102223238,体验店,vivo(温州平阳县江山东路专卖店二店),浙江省温州市平阳县水头镇江山东路259-261,52,14.9,office,,‭182 5771 3582,浙江省,温州市,平阳县,330326,vivo,120.3317128,27.63541516,梁哲豪,rep
2.86613E+18,{40103},vivo(温州平阳县江山东路专卖店二店),水头镇江山东路259-261号,53,0,wayz,54,,浙江省,温州市,平阳县,330326,vivo,120.331861,27.63539,梁哲豪,
B0FFK85TQE,购物服务;家电电子卖场;手机销售,vivo(温州平阳县江山东路专卖店二店),水头镇江山东路259-261号,54,22927.9,amap,,18857789822,浙江省,温州市,平阳县,330326,vivo,120.331861,27.63539,梁哲豪,rep
102219680,体验店,vivo(温州平阳县雅河路专卖店),浙江省温州市平阳县昆阳镇雅河路358号,55,100.9,office,0,13587545502,浙江省,温州市,平阳县,330326,vivo,120.5621347,27.66393615,梁哲豪,
B0FFGBSSV6,购物服务;购物相关场所;购物相关场所,vivo手机店,昆阳镇汇水河路214号,56,1.3,amap,57,13587545502,浙江省,温州市,平阳县,330326,vivo,120.56147,27.664625,梁哲豪,
74252990,数码产品,vivo手机店,昆阳镇汇水河路214号,57,280,dianping,,,浙江省,温州市,平阳县,330326,vivo,120.5614792,27.66463359,梁哲豪,rep
2.86613E+18,{40103},VIVO(雅河路店),昆阳镇雅河路360号,58,0,wayz,59,,浙江省,温州市,平阳县,330326,vivo,120.563293,27.666569,梁哲豪,
B0FFHIKH8A,购物服务;家电电子卖场;手机销售,VIVO(雅河路店),昆阳镇雅河路360号,59,5565.6,amap,,,浙江省,温州市,平阳县,330326,vivo,120.563293,27.666569,梁哲豪,rep
81948119,家用电器,oppovivo(倪洋店),万全镇倪垟村273-275号,60,48.6,dianping,0,13757763995,浙江省,温州市,平阳县,330326,vivo,120.5872737,27.71183182,梁哲豪,
B0FFLDS95V,购物服务;家电电子卖场;手机销售,VIVO,,61,6317.6,amap,63,,浙江省,温州市,平阳县,330326,vivo,120.586802,27.71196,梁哲豪,
B0FFL5A7H5,购物服务;家电电子卖场;手机销售,VIVO,龙湖路12-14号附近,62,4701.7,amap,0,,浙江省,温州市,瑞安市,330381,vivo,120.648815,27.697592,梁哲豪,
B0FFKDRV20,购物服务;家电电子卖场;手机销售,vivo,,63,51441.3,amap,,,浙江省,温州市,平阳县,330326,vivo,120.608877,27.720694,梁哲豪,rep
123279874,数码产品,vivo,文成县建设路与栖云路交叉口东50米,64,19.1,dianping,65|66,,浙江省,温州市,文成县,330328,vivo,120.092078,27.78685144,梁哲豪,
B0FFIZR9VJ,购物服务;家电电子卖场;手机销售,vivo,建设路与栖云路交叉口东50米,65,0,amap,,,浙江省,温州市,文成县,330328,vivo,120.092055,27.787022,梁哲豪,rep
2.86613E+18,{40103},vivo,建设路与栖云路交叉口东北50米,66,35952.2,wayz,,,浙江省,温州市,文成县,330328,vivo,120.092055,27.787022,梁哲豪,rep
105610614,数码产品,VIVO马屿店(马屿店),马屿镇三马中路1-1号,67,7829.8,dianping,0,,浙江省,温州市,瑞安市,330381,vivo,120.4570635,27.78200638,梁哲豪,
B0FFHHR22A,购物服务;家电电子卖场;手机销售,vivo,陶山大楼,68,0,amap,69|70,,浙江省,温州市,瑞安市,330381,vivo,120.495679,27.843493,梁哲豪,
2.86613E+18,{40103},vivo,陶山大楼,69,2.1,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.495679,27.843493,梁哲豪,rep
128099988,数码产品,Vivo,陶山大楼,70,15533.1,dianping,,,浙江省,温州市,瑞安市,330381,vivo,120.4956939,27.84350696,梁哲豪,rep
71393772,数码产品,vivo,望江南路与花园路交叉口西北50米,71,0.7,dianping,72|73,,浙江省,温州市,瑞安市,330381,vivo,120.6193745,27.75689941,梁哲豪,
2.86613E+18,{40103},vivo,望江南路与花园路交叉口西北50米,72,88.8,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.619377,27.756905,梁哲豪,rep
B0FFGST2EG,购物服务;家电电子卖场;手机销售,vivo,望江南路与花园路交叉口西北50米,73,8357.6,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.620278,27.756889,梁哲豪,rep
B0FFL5ACIW,购物服务;家电电子卖场;手机销售,vivo,镇府西路35号附近,74,7734.6,amap,0,,浙江省,温州市,瑞安市,330381,vivo,120.539827,27.780748,梁哲豪,
81399255,家用电器,vivo(飞越智能手机店),飞云街道大桥路新河小区14-15号,75,16.1,dianping,76,13958806686,浙江省,温州市,瑞安市,330381,vivo,120.6165422,27.7659074,梁哲豪,
2.86613E+18,{40103},vivo,飞云街道大桥路新河小区14-15号,76,4049.8,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.616406,27.765988,梁哲豪,rep
2.86613E+18,{40103},vivo(园海店),消防路与瑞光大道交叉口东南150米,77,0,wayz,78|79,,浙江省,温州市,瑞安市,330381,vivo,120.653617,27.750523,梁哲豪,
B0FFHMA1TW,购物服务;家电电子卖场;手机销售,vivo(园海店),消防路与瑞光大道交叉口东南150米,78,90.2,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.653617,27.750523,梁哲豪,rep
81328554,家用电器,vivo智能手机专卖店,消防路与瑞光大道交叉口东50米,79,193.8,dianping,,,浙江省,温州市,瑞安市,330381,vivo,120.6532964,27.75128178,梁哲豪,rep
2.86613E+18,{40103},vivo智能手机专卖店(瑞光大道),瑞光大道1010-1012号,80,0,wayz,81,,浙江省,温州市,瑞安市,330381,vivo,120.651574,27.752122,梁哲豪,
B0FFGDVS8Z,购物服务;家电电子卖场;手机销售,vivo智能手机专卖店(瑞光大道),瑞光大道1010-1012号,81,3361.9,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.651574,27.752122,梁哲豪,rep
B0FFHMDEKT,购物服务;家电电子卖场;手机销售,vivo(瑞安店),万松路65号,82,13.9,amap,83|86,18888636618,浙江省,温州市,瑞安市,330381,vivo,120.639852,27.780485,梁哲豪,
2.86613E+18,{40103},VIVO(瑞安店),万松路65号,83,35.6,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.63999,27.780457,梁哲豪,rep
102224879,体验店,vivo(瑞安玉海区万松路专卖店二店),浙江省温州市瑞安市玉海区万松路55号,84,76.3,office,0,13587526667,浙江省,温州市,瑞安市,330381,vivo,120.6397686,27.78070994,梁哲豪,
2.86613E+18,{40103},vivo专卖店(万松路),周松中路与周松路交叉口西南50米,85,23.4,wayz,95|96,,浙江省,温州市,瑞安市,330381,vivo,120.63901,27.780851,梁哲豪,
33550830,数码产品,Vivo手机专卖,万松路65号,86,1108.9,dianping,,18888636618,浙江省,温州市,瑞安市,330381,vivo,120.6392446,27.78088385,梁哲豪,rep
102229038,体验店,vivo(瑞安南方数码广场专卖店),浙江省温州市瑞安市南方数码广场一楼A07,87,56.1,office,0,13967729520,浙江省,温州市,瑞安市,330381,vivo,120.6500123,27.77797373,梁哲豪,
103133757,数码产品,vivo,万松东路114号南方大厦1层,88,2388.2,dianping,0,13967729520,浙江省,温州市,瑞安市,330381,vivo,120.6504324,27.77831385,梁哲豪,
B0FFHOXHGR,购物服务;购物相关场所;购物相关场所,OPPO-VIVO专卖店,镇府路电信大楼西首,89,23.5,amap,90,,浙江省,温州市,瑞安市,330381,vivo,120.674488,27.781014,梁哲豪,
103097376,数码产品,OPPO-VIVO专卖店,镇府路电信大楼西首,90,723.4,dianping,,,浙江省,温州市,瑞安市,330381,vivo,120.6747256,27.78102815,梁哲豪,rep
102215932,体验店,vivo(瑞安莘塍区市场北路专卖店),浙江省温州市瑞安市莘塍区市场北路3号,91,8.3,office,0,15869647721,浙江省,温州市,瑞安市,330381,vivo,120.6818247,27.77935949,梁哲豪,
70751365,数码产品,vivo(庆光智能手机店),莘塍镇下村镇小花苑B幢301室,92,10.1,dianping,0,15869647721,浙江省,温州市,瑞安市,330381,vivo,120.681787,27.779426,梁哲豪,
2.86613E+18,{40103},vivo体验店(莘塍店),莘塍区市场北路3号,93,0,wayz,94,,浙江省,温州市,瑞安市,330381,vivo,120.681706,27.779481,梁哲豪,
B0FFFTLJ7Y,购物服务;家电电子卖场;手机销售,vivo(庆光智能手机店),莘塍区市场北路3号,94,20.7,amap,,17757792639,浙江省,温州市,瑞安市,330381,vivo,120.681706,27.779481,梁哲豪,rep
2.86613E+18,{40103},vivo智能手机(清风店),市场南路与民莘中路交叉口西南50米,95,44.3,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.681782,27.779654,梁哲豪,rep
B0FFHMC63V,购物服务;家电电子卖场;手机销售,vivo(庆光智能手机店),市场南路与民莘中路交叉口西南50米,96,13335.2,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.682231,27.779629,梁哲豪,rep
2.86613E+18,{40103},VIVO手机店,仙降大街2号,97,0,wayz,98|99,,浙江省,温州市,瑞安市,330381,vivo,120.547006,27.785732,梁哲豪,
B0FFI7Q0M5,购物服务;家电电子卖场;家电电子卖场,VIVO手机店,仙降大街2号,98,1.5,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.547006,27.785732,梁哲豪,rep
109149913,数码产品,VIVO手机店,仙降大街2号,99,384.6,dianping,,,浙江省,温州市,瑞安市,330381,vivo,120.5470181,27.78574074,梁哲豪,rep
71755767,数码产品,vivo(仙降指定专卖店),横街与镇前路交叉口东50米,100,173.6,dianping,0,,浙江省,温州市,瑞安市,330381,vivo,120.5508825,27.78624088,梁哲豪,
B0FFI4QB8B,购物服务;购物相关场所;购物相关场所,vivo专卖店,林贾路与镇前路交叉口西南100米,101,203.1,amap,0,,浙江省,温州市,瑞安市,330381,vivo,120.552456,27.786944,梁哲豪,
2.86613E+18,{40103},vivo(仙降指定专卖店),仙池街与革兴东街交叉口南50米,102,0,wayz,103,,浙江省,温州市,瑞安市,330381,vivo,120.55062,27.787775,梁哲豪,
B0FFGECRKK,购物服务;家电电子卖场;手机销售,vivo(仙降指定专卖店),仙池街与革兴东街交叉口南50米,103,3545.8,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.55062,27.787775,梁哲豪,rep
82141819,家用电器,vivo(云周专卖店),飞云街道云周凤屿北街12号(巴黎春天东南侧100米),104,5319.2,dianping,0,65505629,浙江省,温州市,瑞安市,330381,vivo,120.5866238,27.7879518,梁哲豪,
B0FFL2SQSN,生活服务;维修站点;维修站点,vivo客户服务中心,松桥路65号附近,105,13.1,amap,0,,浙江省,温州市,瑞安市,330381,vivo,120.64014,27.781503,梁哲豪,
M03A11019,客户服务中心,vivo(温州市瑞安市客户服务中心),温州市瑞安市松桥路65-67号,106,406.2,office,0,0577-66619509,浙江省,温州市,瑞安市,330381,vivo,120.6401062,27.7816167,梁哲豪,
100267170,数码产品,vivo,周松中路与周松路交叉口西南50米,107,0.6,dianping,108,,浙江省,温州市,瑞安市,330381,vivo,120.6387395,27.78505949,梁哲豪,
2.86613E+18,{40103},vivo,周松中路与周松路交叉口西南50米,108,3569.2,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.638745,27.785062,梁哲豪,rep
99471453,数码产品,vivo(镇府路),镇府路217-5-6号,109,1,dianping,110|111|116|119,,浙江省,温州市,瑞安市,330381,vivo,120.674739,27.78132953,梁哲豪,
2.86613E+18,{40103},vivo(镇府路),镇府路217-5-6号,110,0,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.674747,27.781335,梁哲豪,rep
B0FFH9TQN3,购物服务;家电电子卖场;手机销售,vivo(镇府路),镇府路217-5-6号,111,4081.5,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.674747,27.781335,梁哲豪,rep
82583880,家用电器,vivo智能手机,虹北锦园商务中心315-316室,112,0.6,dianping,113|114|115,,浙江省,温州市,瑞安市,330381,vivo,120.6367149,27.7959041,梁哲豪,
B0FFGBVUBK,购物服务;家电电子卖场;家电电子卖场,vivo智能手机(虹北锦园商务中心店),虹北锦园商务中心315-316室,113,0,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.636718,27.795909,梁哲豪,rep
2.86613E+18,{40103},vivo智能手机(虹北锦园商务中心店),虹北锦园商务中心315-316室,114,20,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.636718,27.795909,梁哲豪,rep
3.06429E+18,{61900},vivo客户服务中心(虹桥北路网点),虹桥北路虹北锦园商务中心3层318室,115,6140.1,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.636732,27.796088,梁哲豪,rep
B0FFHMM9DF,购物服务;家电电子卖场;手机销售,vivo专卖店(商业街),莘塍街道镇府路217-5-6号,116,36.8,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.699058,27.7945,梁哲豪,rep
2.86613E+18,{40103},vivo&OPPO(商业街),汀田街道商业街379号381号,117,0,wayz,118,,浙江省,温州市,瑞安市,330381,vivo,120.699418,27.794413,梁哲豪,
B0FFH9DGGW,购物服务;家电电子卖场;手机销售,vivo&OPPO(商业街),汀田街道商业街379号381号,118,120.6,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.699418,27.794413,梁哲豪,rep
102929320,数码产品,vivo专卖店(商业街),莘塍街道镇府路217-5-6号,119,2811.8,dianping,,,浙江省,温州市,瑞安市,330381,vivo,120.7000627,27.79533406,梁哲豪,rep
106068531,数码产品,vivo,塘下镇中国农业银行新华北街147号,120,773.9,dianping,0,,浙江省,温州市,瑞安市,330381,vivo,120.7175378,27.81531113,梁哲豪,
2.86613E+18,{40103},vivo(苹果授权店),商业大街与鲍二中心中路交叉口东北50米,121,0,wayz,122,,浙江省,温州市,瑞安市,330381,vivo,120.722869,27.82042,梁哲豪,
B0FFH5U4T9,购物服务;家电电子卖场;手机销售,vivo(苹果授权店),商业大街与鲍二中心中路交叉口东北50米,122,4250,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.722869,27.82042,梁哲豪,rep
108580500,数码产品,vivo,广场西路a23号附近,123,1.3,dianping,124,,浙江省,温州市,瑞安市,330381,vivo,120.6806627,27.82844073,梁哲豪,
2.86613E+18,{40103},vivo,广场西路a23号附近,124,3357,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.680671,27.82845,梁哲豪,rep
108532584,数码产品,VIVO手机店,沙渎村益民路老人组楼下6号,125,1.4,dianping,126,,浙江省,温州市,瑞安市,330381,vivo,120.6492755,27.84022286,梁哲豪,
2.86613E+18,{40103},VIVO手机店,沙渎村益民路老人组楼下6号,126,1868.4,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.649282,27.840234,梁哲豪,rep
2.86613E+18,{40103},vivo(罗凤西路),罗凤西路与罗梅线交叉口西150米,127,2934,wayz,0,,浙江省,温州市,瑞安市,330381,vivo,120.667944,27.843302,梁哲豪,
102221392,体验店,vivo(瑞安塘下镇塘川北街专卖店),浙江省温州市瑞安市塘下镇塘川北街48号,128,12,office,0,18106776669,浙江省,温州市,瑞安市,330381,vivo,120.6934067,27.82960253,梁哲豪,
128475279,数码产品,vivo,塘下镇塘川北街48号,129,3.4,dianping,130,15168716886,浙江省,温州市,瑞安市,330381,vivo,120.6935288,27.82959438,梁哲豪,
B0FFHLA2XF,购物服务;家电电子卖场;手机销售,vivo(瑞安塘下镇塘川北街专卖店),塘下镇塘川北街48号,130,3.9,amap,,15168716886,浙江省,温州市,瑞安市,330381,vivo,120.693495,27.8296,梁哲豪,rep
2.86613E+18,{40103},VIVO(友谊东路),塘下镇广场中路189-193号,131,4383.7,wayz,0,,浙江省,温州市,瑞安市,330381,vivo,120.693535,27.829598,梁哲豪,
2.86613E+18,{40103},vivo,塘永线与浦新街交叉口西50米,132,83.5,wayz,133|134,,浙江省,温州市,瑞安市,330381,vivo,120.738062,27.830007,梁哲豪,
70636748,数码产品,vivo,塘永线与浦新街交叉口西50米,133,47.1,dianping,,,浙江省,温州市,瑞安市,330381,vivo,120.7385211,27.82937604,梁哲豪,rep
B0FFFS5FA1,购物服务;家电电子卖场;手机销售,vivo,塘永线与浦新街交叉口西50米,134,570.3,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.738613,27.829791,梁哲豪,rep
B0FFHQFG92,购物服务;家电电子卖场;手机销售,VIVO智能手机场桥移动精品店(解放路店),塘下镇五林村解放路203号,135,3827.5,amap,0,15990777345,浙江省,温州市,龙湾区,330303,vivo,120.743054,27.833081,梁哲豪,
128050609,数码产品,vivo智能手机体验店,大桥路131号附近,136,0.8,dianping,137|138,,浙江省,温州市,瑞安市,330381,vivo,120.7047045,27.83875419,梁哲豪,
2.86613E+18,{40103},vivo智能手机体验店,中心街161号附近,137,123.3,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.704711,27.838758,梁哲豪,rep
B0FFG9IIRE,购物服务;家电电子卖场;手机销售,vivo,大桥路131号附近,138,2357.7,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.703523,27.83911,梁哲豪,rep
71806665,数码产品,vivo,双榕路与罗西路交叉口东北50米,139,8.2,dianping,140|141|145,,浙江省,温州市,瑞安市,330381,vivo,120.6803922,27.84460788,梁哲豪,
2.86613E+18,{40103},vivo,双榕路与罗西路交叉口东北50米,140,0,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.680475,27.844613,梁哲豪,rep
B0FFFYGD44,购物服务;家电电子卖场;手机销售,vivo,双榕路与罗西路交叉口东北50米,141,143.2,amap,,,浙江省,温州市,瑞安市,330381,vivo,120.680475,27.844613,梁哲豪,rep
108996562,数码产品,OPPO&vivo(瑞安·罗凤启泰店),罗凤中路90号附近,142,0.9,dianping,143|144,,浙江省,温州市,瑞安市,330381,vivo,120.6818844,27.84493206,梁哲豪,
2.86613E+18,{40103},OPPO&vivo(瑞安·罗凤启泰店),罗凤中路90号附近,143,0,wayz,,,浙江省,温州市,瑞安市,330381,vivo,120.681892,27.844937,梁哲豪,rep
